Proporsi penghapusan,Random Forest,Accuracy SISA,Accuracy DaRE,Time Base,Time SISA,Time DaRE,Accuracy Base
0.0069,,0.9722222222222222,0.9444444444444444,0.08542728424072266,0.07106614112854004,0.0,0.9444444444444444
0.0139,,0.8888888888888888,0.9444444444444444,0.09743118286132812,0.13878607749938965,0.006905317306518555,0.9444444444444444
0.0208,,0.8888888888888888,0.9444444444444444,0.07575225830078125,0.13222336769104004,0.006791830062866211,0.9444444444444444
0.0278,,0.8888888888888888,0.9444444444444444,0.07660293579101562,0.15295791625976562,0.006638288497924805,0.9444444444444444
0.0347,,0.8888888888888888,0.9444444444444444,0.07782173156738281,0.13637542724609375,0.0069425106048583984,0.9444444444444444
0.0417,,0.9444444444444444,0.9444444444444444,0.0766913890838623,0.1457221508026123,0.006968498229980469,0.9444444444444444
0.0486,,0.9166666666666666,0.9444444444444444,0.07502603530883789,0.15972566604614258,0.0067157745361328125,0.9444444444444444
0.0556,,0.9444444444444444,0.9444444444444444,0.069610595703125,0.20916295051574707,0.008695840835571289,0.9444444444444444
0.0625,,0.9444444444444444,0.9444444444444444,0.06915783882141113,0.2014753818511963,0.006798267364501953,0.9444444444444444
0.0694,,0.9444444444444444,0.9444444444444444,0.07666850090026855,0.250274658203125,0.006895303726196289,0.9444444444444444
0.0764,,0.9444444444444444,0.9444444444444444,0.07682681083679199,0.22262191772460938,0.013707876205444336,0.9444444444444444
0.0833,,0.9444444444444444,0.9444444444444444,0.07567596435546875,0.2371196746826172,0.005960941314697266,0.9444444444444444
0.0903,,0.9444444444444444,0.9444444444444444,0.08624887466430664,0.23946499824523926,0.006956815719604492,0.9444444444444444
0.0972,,0.9444444444444444,0.9444444444444444,0.08259272575378418,0.205153226852417,0.017381668090820312,0.9444444444444444
0.1042,,0.9444444444444444,0.9444444444444444,0.07032155990600586,0.22247862815856934,0.005187034606933594,0.9444444444444444
0.1111,,0.9166666666666666,0.9444444444444444,0.06842589378356934,0.20130300521850586,0.01820063591003418,0.9444444444444444
0.1181,,0.9166666666666666,0.9444444444444444,0.06696391105651855,0.21182894706726074,0.008542776107788086,0.9444444444444444
0.125,,0.9444444444444444,0.9444444444444444,0.0785832405090332,0.21260929107666016,0.0,0.9444444444444444
0.1319,,0.9444444444444444,0.9444444444444444,0.07645153999328613,0.20886874198913574,0.013812065124511719,0.9444444444444444
0.1389,,0.9444444444444444,0.9444444444444444,0.07622122764587402,0.20155906677246094,0.010157108306884766,0.9444444444444444
0.1458,,0.9444444444444444,0.9444444444444444,0.07171773910522461,0.21811485290527344,0.01346445083618164,0.9166666666666666
0.1528,,0.9166666666666666,0.9444444444444444,0.08000683784484863,0.20453143119812012,0.009047985076904297,0.9166666666666666
0.1597,,0.9166666666666666,0.9444444444444444,0.07015538215637207,0.20056414604187012,0.0,0.9166666666666666
0.1667,,0.9166666666666666,0.9444444444444444,0.07107996940612793,0.20644927024841309,0.01162409782409668,0.9444444444444444
0.1736,,0.9166666666666666,0.9444444444444444,0.07659173011779785,0.22185707092285156,0.006972789764404297,0.9166666666666666
0.1806,,0.9166666666666666,0.9444444444444444,0.0659036636352539,0.22477436065673828,0.008276939392089844,0.9444444444444444
0.1875,,0.9444444444444444,0.9444444444444444,0.07594847679138184,0.2153921127319336,0.00675654411315918,0.9444444444444444
0.1944,,0.9444444444444444,0.9444444444444444,0.07517600059509277,0.21317386627197266,0.0013401508331298828,0.9166666666666666
0.2014,,0.9444444444444444,0.9444444444444444,0.07649874687194824,0.2084207534790039,0.013901472091674805,0.9444444444444444
0.2083,,0.9444444444444444,0.9444444444444444,0.07647037506103516,0.21524882316589355,0.0,0.9444444444444444
0.2153,,0.9444444444444444,0.9444444444444444,0.07166886329650879,0.20894908905029297,0.0,0.9444444444444444
0.2222,,0.9444444444444444,0.9444444444444444,0.0944986343383789,0.2056128978729248,0.0,0.9444444444444444
0.2292,,0.9444444444444444,0.9444444444444444,0.07772684097290039,0.21143674850463867,0.0,0.9444444444444444
0.2361,,0.9166666666666666,0.9444444444444444,0.07789468765258789,0.2104637622833252,0.008316278457641602,0.9444444444444444
