Jumlah data,Accuracy,Time
143,0.9444444444444444,0.10354900360107422
142,0.9444444444444444,0.0913705825805664
141,0.9444444444444444,0.0826718807220459
140,0.9444444444444444,0.07630658149719238
139,0.9444444444444444,0.07621145248413086
138,0.9444444444444444,0.08523106575012207
137,0.9444444444444444,0.06865596771240234
136,0.9444444444444444,0.07366633415222168
135,0.9444444444444444,0.10915422439575195
134,0.9444444444444444,0.06359148025512695
133,0.9166666666666666,0.09407615661621094
132,0.9444444444444444,0.06247591972351074
131,0.9444444444444444,0.07930111885070801
130,0.9444444444444444,0.09869050979614258
129,0.9444444444444444,0.11089468002319336
128,0.9444444444444444,0.0881505012512207
127,0.9444444444444444,0.09500288963317871
126,0.9444444444444444,0.0942237377166748
125,0.9166666666666666,0.0861661434173584
124,0.9444444444444444,0.09056663513183594
123,0.9444444444444444,0.09707808494567871
122,0.9444444444444444,0.07158637046813965
121,0.9722222222222222,0.07896184921264648
120,0.9444444444444444,0.10494613647460938
119,0.9444444444444444,0.06912803649902344
118,0.9444444444444444,0.07036519050598145
117,0.9444444444444444,0.07080960273742676
116,0.9444444444444444,0.06244683265686035
115,0.9444444444444444,0.06908631324768066
114,0.9444444444444444,0.07652115821838379
113,0.9722222222222222,0.07033061981201172
112,0.9722222222222222,0.06950807571411133
111,0.9722222222222222,0.08845710754394531
110,0.9722222222222222,0.08219432830810547
109,0.9722222222222222,0.07660794258117676
108,0.9722222222222222,0.0718998908996582
107,0.9166666666666666,0.06650876998901367
106,0.9722222222222222,0.059613943099975586
105,0.9722222222222222,0.07019901275634766
104,0.9722222222222222,0.07695221900939941
103,1.0,0.06829261779785156
102,1.0,0.06819629669189453
101,0.9722222222222222,0.06180834770202637
100,0.9444444444444444,0.07679462432861328
99,0.9166666666666666,0.06829214096069336
98,0.8611111111111112,0.06540441513061523
97,0.8611111111111112,0.0771493911743164
96,0.8333333333333334,0.06973886489868164
95,0.8333333333333334,0.06351757049560547
94,0.8888888888888888,0.08246374130249023
93,0.8333333333333334,0.06223630905151367
92,0.8611111111111112,0.06252193450927734
91,0.8611111111111112,0.08996868133544922
90,0.8611111111111112,0.07738637924194336
89,0.8611111111111112,0.07398486137390137
88,0.8888888888888888,0.06329488754272461
87,0.8888888888888888,0.08215975761413574
86,0.8888888888888888,0.06256675720214844
85,0.8888888888888888,0.06326103210449219
84,0.8888888888888888,0.06254029273986816
83,0.7777777777777778,0.06088685989379883
82,0.7777777777777778,0.06249403953552246
81,0.9444444444444444,0.062189579010009766
80,0.9444444444444444,0.07714676856994629
79,0.7777777777777778,0.056617021560668945
78,0.8611111111111112,0.07027339935302734
77,0.8611111111111112,0.07439422607421875
76,0.8611111111111112,0.06300735473632812
75,0.8611111111111112,0.0681924819946289
74,0.8611111111111112,0.06897902488708496
73,0.7222222222222222,0.08744120597839355
72,0.8333333333333334,0.07576131820678711
71,0.8333333333333334,0.0747835636138916
70,0.8333333333333334,0.061695098876953125
69,0.8333333333333334,0.06943249702453613
68,0.8333333333333334,0.07685422897338867
67,0.8333333333333334,0.06885814666748047
66,0.8333333333333334,0.06594252586364746
65,0.8333333333333334,0.06196403503417969
64,0.8333333333333334,0.06280374526977539
63,0.8333333333333334,0.06288743019104004
62,0.8333333333333334,0.0762488842010498
61,0.8333333333333334,0.06284546852111816
60,0.8333333333333334,0.06689810752868652
59,0.9444444444444444,0.061652183532714844
58,0.9444444444444444,0.06360220909118652
57,0.9444444444444444,0.07029032707214355
56,0.9444444444444444,0.06980013847351074
55,0.9444444444444444,0.06847381591796875
54,0.9444444444444444,0.06277227401733398
53,0.9166666666666666,0.06449627876281738
52,0.9166666666666666,0.08221602439880371
51,0.9166666666666666,0.06967926025390625
50,0.9166666666666666,0.06119489669799805
49,0.9166666666666666,0.06136512756347656
48,0.8888888888888888,0.060296058654785156
47,0.8888888888888888,0.059542179107666016
46,0.8888888888888888,0.05947613716125488
45,0.8888888888888888,0.05790376663208008
44,0.8888888888888888,0.07001781463623047
43,0.8888888888888888,0.07064080238342285
42,0.7777777777777778,0.06985092163085938
41,0.7777777777777778,0.0694422721862793
40,0.7777777777777778,0.06414055824279785
39,0.8611111111111112,0.0683603286743164
38,0.8611111111111112,0.08273887634277344
37,0.9166666666666666,0.07579636573791504
36,0.9166666666666666,0.08359527587890625
35,0.9166666666666666,0.07031512260437012
34,0.9166666666666666,0.06763291358947754
33,0.9166666666666666,0.07082581520080566
32,0.8611111111111112,0.0697627067565918
31,0.8611111111111112,0.06871414184570312
30,0.8611111111111112,0.07063055038452148
29,0.8611111111111112,0.06161689758300781
28,0.8611111111111112,0.07642483711242676
27,0.8611111111111112,0.0547332763671875
26,0.9166666666666666,0.06969761848449707
25,0.9166666666666666,0.06250882148742676
24,0.9166666666666666,0.06275081634521484
23,0.8055555555555556,0.06302785873413086
22,0.5277777777777778,0.07644772529602051
21,0.4444444444444444,0.09035921096801758
20,0.4444444444444444,0.06266903877258301
19,0.4444444444444444,0.07008934020996094
18,0.4444444444444444,0.06920957565307617
17,0.4444444444444444,0.06239795684814453
16,0.4444444444444444,0.06264805793762207
15,0.4444444444444444,0.06832575798034668
14,0.4444444444444444,0.060999155044555664
13,0.4444444444444444,0.06925153732299805
12,0.4444444444444444,0.06992578506469727
11,0.4444444444444444,0.06230902671813965
10,0.4444444444444444,0.0700078010559082
9,0.4444444444444444,0.06961965560913086
8,0.4444444444444444,0.06401777267456055
7,0.4444444444444444,0.06261682510375977
6,0.4444444444444444,0.06295204162597656
5,0.4444444444444444,0.08303284645080566
4,0.4444444444444444,0.05538630485534668
