Proporsi penghapusan,Random Forest,Accuracy SISA,Accuracy DaRE,Time Base,Time SISA,Time DaRE,Accuracy Base
0.0079,,0.8148148148148148,0.9629629629629629,0.09128761291503906,0.0699307918548584,0.0,0.9629629629629629
0.0159,,0.9629629629629629,0.9629629629629629,0.08276104927062988,0.07609844207763672,0.0,0.9629629629629629
0.0238,,0.7592592592592593,0.9629629629629629,0.08104300498962402,0.08353185653686523,0.015659093856811523,0.9629629629629629
0.0317,,0.9629629629629629,0.9629629629629629,0.07270407676696777,0.0767216682434082,0.0,0.9629629629629629
0.0397,,0.8888888888888888,0.9629629629629629,0.06980085372924805,0.08491683006286621,0.0,0.9629629629629629
0.0476,,0.8148148148148148,0.9629629629629629,0.08853626251220703,0.0635988712310791,0.002104043960571289,0.9629629629629629
0.0556,,0.7777777777777778,0.9629629629629629,0.07545232772827148,0.06904244422912598,0.001988649368286133,0.9629629629629629
0.0635,,0.8888888888888888,0.9629629629629629,0.08385205268859863,0.058657169342041016,0.0,0.9629629629629629
0.0714,,0.9074074074074074,0.9629629629629629,0.08031177520751953,0.06964278221130371,0.00654911994934082,0.9629629629629629
0.0794,,0.8148148148148148,0.9629629629629629,0.08661174774169922,0.07603621482849121,0.0072934627532958984,0.9629629629629629
0.0873,,0.8333333333333334,0.9629629629629629,0.07787108421325684,0.0739741325378418,0.0,0.9629629629629629
0.0952,,0.8888888888888888,0.9629629629629629,0.07557320594787598,0.07905006408691406,0.0,0.9444444444444444
0.1032,,0.8703703703703703,0.9629629629629629,0.08143162727355957,0.07769894599914551,0.0019965171813964844,0.9444444444444444
0.1111,,0.7962962962962963,0.9629629629629629,0.0871133804321289,0.06899333000183105,0.0,0.9629629629629629
0.119,,0.7962962962962963,0.9629629629629629,0.09189820289611816,0.07318735122680664,0.0,0.9629629629629629
0.127,,0.8333333333333334,0.9629629629629629,0.06620335578918457,0.08246493339538574,0.0,0.9629629629629629
0.1349,,0.8148148148148148,0.9629629629629629,0.08016228675842285,0.09118318557739258,0.0,0.9444444444444444
0.1429,,0.9444444444444444,0.9629629629629629,0.06360363960266113,0.06609225273132324,0.0,0.9444444444444444
0.1508,,0.7777777777777778,0.9629629629629629,0.07829475402832031,0.06274580955505371,0.005114555358886719,0.9444444444444444
0.1587,,0.8518518518518519,0.9629629629629629,0.07452964782714844,0.0748591423034668,0.002392292022705078,0.9629629629629629
0.1667,,0.7222222222222222,0.9629629629629629,0.08446049690246582,0.07840776443481445,0.0,0.9629629629629629
0.1746,,0.9259259259259259,0.9629629629629629,0.08030509948730469,0.07655930519104004,0.005980730056762695,0.9629629629629629
0.1825,,0.7777777777777778,0.9629629629629629,0.10302400588989258,0.07373976707458496,0.0,0.9444444444444444
0.1905,,0.9259259259259259,0.9629629629629629,0.07474660873413086,0.06364798545837402,0.0,0.9629629629629629
0.1984,,0.7962962962962963,0.9629629629629629,0.08902716636657715,0.06874418258666992,0.0,0.9259259259259259
0.2063,,0.9259259259259259,0.9629629629629629,0.09538388252258301,0.08145761489868164,0.0008554458618164062,0.9444444444444444
0.2143,,0.9444444444444444,0.9814814814814815,0.07335376739501953,0.08754420280456543,0.0067272186279296875,0.9259259259259259
0.2222,,0.9259259259259259,0.9814814814814815,0.06467413902282715,0.0712897777557373,0.0,0.9259259259259259
0.2302,,0.8333333333333334,0.9629629629629629,0.08530259132385254,0.07300162315368652,0.006506443023681641,0.9259259259259259
0.2381,,0.8148148148148148,0.9629629629629629,0.0719292163848877,0.07953214645385742,0.0,0.9259259259259259
0.246,,0.7777777777777778,0.9814814814814815,0.08300662040710449,0.07753539085388184,0.015723228454589844,0.9444444444444444
0.254,,0.8333333333333334,0.9814814814814815,0.06969332695007324,0.07459330558776855,0.0,0.9259259259259259
0.2619,,0.9444444444444444,0.9814814814814815,0.06595683097839355,0.0801701545715332,0.0,0.9444444444444444
0.2698,,0.9629629629629629,0.9814814814814815,0.07141613960266113,0.08202075958251953,0.0,0.9444444444444444
0.2778,,0.9444444444444444,0.9814814814814815,0.07669997215270996,0.08434391021728516,0.0,0.9259259259259259
0.2857,,0.8518518518518519,0.9814814814814815,0.07923555374145508,0.07909226417541504,0.00667262077331543,0.9259259259259259
0.2937,,0.9074074074074074,0.9814814814814815,0.0772085189819336,0.0719151496887207,0.0,0.9259259259259259
0.3016,,0.8148148148148148,0.9814814814814815,0.07637619972229004,0.06584811210632324,0.0,0.9444444444444444
0.3095,,0.7962962962962963,0.9814814814814815,0.06362009048461914,0.07136821746826172,0.001440286636352539,0.9444444444444444
0.3175,,0.9074074074074074,0.9814814814814815,0.06941080093383789,0.0685877799987793,0.002007722854614258,0.9444444444444444
0.3254,,0.9629629629629629,0.9814814814814815,0.07139754295349121,0.0700373649597168,0.0009953975677490234,0.9444444444444444
0.3333,,0.9259259259259259,0.9814814814814815,0.07415342330932617,0.06931138038635254,0.002253293991088867,0.9444444444444444
0.3413,,0.6481481481481481,0.9814814814814815,0.07215499877929688,0.07464385032653809,0.003999233245849609,0.9444444444444444
0.3492,,0.8333333333333334,0.9814814814814815,0.07491946220397949,0.07126188278198242,0.002996683120727539,0.9259259259259259
0.3571,,0.9259259259259259,0.9814814814814815,0.07614779472351074,0.07876181602478027,0.0,0.9259259259259259
0.3651,,0.8148148148148148,0.9814814814814815,0.07603263854980469,0.06951451301574707,0.0016994476318359375,0.9444444444444444
0.373,,0.8148148148148148,0.9629629629629629,0.06839346885681152,0.0730741024017334,0.0015377998352050781,0.9444444444444444
0.381,,0.9444444444444444,0.9629629629629629,0.07000565528869629,0.0753946304321289,0.0,0.9444444444444444
0.3889,,0.8888888888888888,0.9814814814814815,0.06975865364074707,0.08331656455993652,0.0029952526092529297,0.9444444444444444
0.3968,,0.8703703703703703,0.9814814814814815,0.07367897033691406,0.0713357925415039,0.001995086669921875,0.9444444444444444
0.4048,,0.8888888888888888,0.9814814814814815,0.0684814453125,0.0743265151977539,0.0011546611785888672,0.9444444444444444
0.4127,,0.8703703703703703,0.9814814814814815,0.0755608081817627,0.07300901412963867,0.0023164749145507812,0.9444444444444444
0.4206,,0.8148148148148148,0.9814814814814815,0.0769498348236084,0.07427358627319336,0.0067234039306640625,0.9259259259259259
0.4286,,0.8333333333333334,0.9629629629629629,0.07263660430908203,0.06922554969787598,0.0029931068420410156,0.9444444444444444
0.4365,,0.9074074074074074,0.9814814814814815,0.09086346626281738,0.0786592960357666,0.0,0.9444444444444444
0.4444,,0.9074074074074074,0.9814814814814815,0.0684823989868164,0.06898808479309082,0.0019915103912353516,0.9259259259259259
0.4524,,0.8888888888888888,0.9629629629629629,0.06900811195373535,0.07826828956604004,0.0,0.9259259259259259
0.4603,,0.8518518518518519,0.9629629629629629,0.07986640930175781,0.06937527656555176,0.004307746887207031,0.9259259259259259
0.4683,,0.8518518518518519,0.9629629629629629,0.07622313499450684,0.06828737258911133,0.0021240711212158203,0.9444444444444444
0.4762,,0.9444444444444444,0.9629629629629629,0.07317090034484863,0.06801915168762207,0.0,0.9444444444444444
0.4841,,0.8518518518518519,0.9629629629629629,0.08287286758422852,0.06998610496520996,0.0,0.9444444444444444
0.4921,,0.7592592592592593,0.9444444444444444,0.06557178497314453,0.06596708297729492,0.0,0.9444444444444444
0.5,,0.6851851851851852,0.9444444444444444,0.06566929817199707,0.06263089179992676,0.0,0.9444444444444444
