Iteration,Accuracy,Time
1,0.9629629629629629,0.005141735076904297
2,0.9629629629629629,0.001607656478881836
3,0.9629629629629629,0.0
4,0.9444444444444444,0.0
5,0.9629629629629629,0.0
6,0.9629629629629629,0.0
7,0.9259259259259259,0.0003573894500732422
8,0.9444444444444444,0.006312131881713867
9,0.9259259259259259,0.0
10,0.9259259259259259,0.0
11,0.9444444444444444,0.0
12,0.9444444444444444,0.0
13,0.9444444444444444,0.0
14,0.9444444444444444,0.0
15,0.8888888888888888,0.0
16,0.9444444444444444,0.0
17,0.8888888888888888,0.0
18,0.8888888888888888,0.0
19,0.9444444444444444,0.0
20,0.8888888888888888,0.0
21,0.9444444444444444,0.0012049674987792969
22,0.9444444444444444,0.0010352134704589844
23,0.9444444444444444,0.0018596649169921875
24,0.9444444444444444,0.0015518665313720703
25,0.8888888888888888,0.0028791427612304688
26,0.8888888888888888,0.0007023811340332031
27,0.9814814814814815,0.0
28,0.9814814814814815,0.0
29,0.9444444444444444,0.011532306671142578
30,0.9629629629629629,0.0
31,0.9259259259259259,0.005732059478759766
32,0.9814814814814815,0.0
33,0.8703703703703703,0.0060939788818359375
34,0.9259259259259259,0.0
35,0.9444444444444444,0.0
36,0.9629629629629629,0.0
37,0.9444444444444444,0.0008966922760009766
38,0.9444444444444444,0.0
39,0.8888888888888888,0.0
40,0.9259259259259259,0.0027534961700439453
41,0.9814814814814815,0.0
42,0.9074074074074074,0.004691362380981445
43,0.9814814814814815,0.0
44,0.9814814814814815,0.0
45,0.9259259259259259,0.0072824954986572266
46,0.9259259259259259,0.015613079071044922
47,0.9259259259259259,0.0
48,0.9814814814814815,0.0
49,0.9259259259259259,0.0
50,0.8703703703703703,0.0
51,0.9444444444444444,0.0
52,0.9259259259259259,0.0
53,0.9444444444444444,0.0
54,0.9444444444444444,0.0
55,0.9629629629629629,0.0
56,0.9629629629629629,0.0
57,0.9814814814814815,0.0
58,0.9259259259259259,0.0
59,0.9259259259259259,0.0
60,0.9259259259259259,0.0
61,0.9444444444444444,0.0007007122039794922
62,0.9074074074074074,0.015109539031982422
63,0.8703703703703703,0.0
64,0.9259259259259259,0.0
65,0.9629629629629629,0.0
66,0.9444444444444444,0.0
67,0.9444444444444444,0.0
68,0.9444444444444444,0.001733541488647461
69,0.9444444444444444,0.0
70,0.9814814814814815,0.001039266586303711
71,0.9814814814814815,0.0016543865203857422
72,0.9259259259259259,0.0016407966613769531
73,0.9444444444444444,0.0
74,0.9074074074074074,0.0
75,0.9444444444444444,0.0
76,0.7962962962962963,0.0
77,0.8888888888888888,0.0
78,0.9444444444444444,0.015533924102783203
79,0.7962962962962963,0.0
80,0.9259259259259259,0.0
81,0.9814814814814815,0.0
82,0.9259259259259259,0.0
83,0.9074074074074074,0.0
84,0.9074074074074074,0.0
85,0.9074074074074074,0.0
86,0.9814814814814815,0.0
87,0.9444444444444444,0.0
88,0.9814814814814815,0.0
89,0.9814814814814815,0.0
90,0.9444444444444444,0.0
91,0.8333333333333334,0.015008926391601562
92,0.9444444444444444,0.0
93,0.8333333333333334,0.0
94,0.9444444444444444,0.0
95,0.8333333333333334,0.0
96,0.8333333333333334,0.0
97,0.9814814814814815,0.0
98,0.9444444444444444,0.0
99,0.9444444444444444,0.0
100,0.8518518518518519,0.0
101,0.8518518518518519,0.0
102,0.8333333333333334,0.0
103,0.5555555555555556,0.0016100406646728516
104,0.6296296296296297,0.0
105,0.6296296296296297,0.0
106,0.6296296296296297,0.0
107,0.46296296296296297,0.0
108,0.46296296296296297,0.0
109,0.6296296296296297,0.0
110,0.5370370370370371,0.0
111,0.5740740740740741,0.0
112,0.48148148148148145,0.0
113,0.48148148148148145,0.0
114,0.48148148148148145,0.0
115,0.48148148148148145,0.0
116,0.48148148148148145,0.0
117,0.48148148148148145,0.003231525421142578
118,0.48148148148148145,0.0035102367401123047
119,0.48148148148148145,0.0
120,0.48148148148148145,0.002006053924560547
121,0.48148148148148145,0.0
122,0.48148148148148145,0.0010063648223876953
