Iteration,Accuracy,Time
1,0.925,0.04170799255371094
2,0.925,0.0331878662109375
3,0.925,0.027582883834838867
4,0.925,0.047641754150390625
5,0.925,0.03342318534851074
6,0.925,0.0278012752532959
7,0.925,0.03096771240234375
8,0.925,0.03576350212097168
9,0.925,0.027734994888305664
10,0.925,0.03469443321228027
11,0.925,0.03317070007324219
12,0.925,0.0341947078704834
13,0.925,0.03464841842651367
14,0.925,0.02772235870361328
15,0.925,0.034820556640625
16,0.925,0.027810335159301758
17,0.925,0.034709930419921875
18,0.925,0.034750938415527344
19,0.925,0.04355287551879883
20,0.925,0.02989339828491211
21,0.925,0.034604787826538086
22,0.925,0.04161572456359863
23,0.925,0.02115464210510254
24,0.925,0.02094864845275879
25,0.9,0.027742624282836914
26,0.925,0.034693002700805664
27,0.925,0.02778172492980957
28,0.925,0.03740286827087402
29,0.925,0.03616595268249512
30,0.925,0.03470611572265625
31,0.925,0.027814388275146484
32,0.925,0.027843713760375977
33,0.925,0.027812480926513672
34,0.925,0.027768373489379883
35,0.925,0.020862817764282227
36,0.925,0.027735233306884766
37,0.925,0.03597402572631836
38,0.925,0.03472280502319336
39,0.925,0.0277712345123291
40,0.925,0.027794361114501953
41,0.925,0.027848005294799805
42,0.925,0.021172285079956055
43,0.925,0.027800559997558594
44,0.925,0.0347132682800293
45,0.925,0.027780532836914062
46,0.925,0.027721881866455078
47,0.925,0.027696847915649414
48,0.925,0.03467965126037598
49,0.9,0.032206058502197266
50,0.85,0.027689218521118164
51,0.85,0.034854888916015625
52,0.85,0.02938675880432129
53,0.85,0.03572225570678711
54,0.85,0.03471112251281738
55,0.85,0.04845833778381348
56,0.8,0.05561971664428711
57,0.8,0.03785443305969238
58,0.825,0.02720355987548828
59,0.8,0.02676701545715332
60,0.8,0.020112276077270508
61,0.8,0.0312504768371582
62,0.8,0.031249046325683594
63,0.8,0.03623795509338379
64,0.8,0.027421236038208008
65,0.775,0.015624046325683594
66,0.8,0.0312497615814209
67,0.8,0.06457805633544922
68,0.8,0.028635740280151367
69,0.775,0.03163409233093262
70,0.775,0.02698373794555664
71,0.775,0.015624523162841797
72,0.775,0.04003596305847168
73,0.775,0.011011362075805664
74,0.95,0.015625
75,0.95,0.027453184127807617
76,0.975,0.031252384185791016
77,0.95,0.03125
78,0.975,0.03125596046447754
79,0.95,0.03225278854370117
80,0.95,0.035619258880615234
81,0.95,0.02013564109802246
82,0.95,0.01563286781311035
83,0.95,0.0312497615814209
84,0.95,0.03125
85,0.95,0.03125
86,0.95,0.0312497615814209
87,0.95,0.0312497615814209
88,0.95,0.015624523162841797
89,0.95,0.014503240585327148
90,0.95,0.03113412857055664
91,0.95,0.03125
92,0.95,0.031255245208740234
93,0.925,0.0312497615814209
94,0.925,0.01563096046447754
95,0.95,0.014504432678222656
96,0.95,0.031249046325683594
97,0.95,0.028820037841796875
98,0.95,0.03354954719543457
99,0.95,0.031137704849243164
100,0.95,0.031249523162841797
101,0.95,0.015624046325683594
102,0.95,0.0312504768371582
103,0.95,0.03257632255554199
104,0.95,0.01963639259338379
105,0.95,0.027132034301757812
106,0.95,0.031248092651367188
107,0.95,0.01863241195678711
108,0.975,0.01563096046447754
109,0.975,0.044960975646972656
110,0.975,0.030334949493408203
111,0.975,0.031255245208740234
112,0.975,0.03185915946960449
113,0.975,0.015624761581420898
114,0.975,0.031301021575927734
115,0.975,0.015625715255737305
116,0.975,0.031638145446777344
117,0.975,0.015625953674316406
118,0.975,0.017637014389038086
119,0.975,0.03163933753967285
120,0.9,0.0312502384185791
121,0.9,0.027678251266479492
122,0.9,0.03163766860961914
123,0.8,0.03125786781311035
124,0.425,0.02422332763671875
125,0.6,0.015514850616455078
126,0.525,0.01601243019104004
127,0.525,0.031248092651367188
128,0.525,0.015967369079589844
129,0.525,0.027445077896118164
130,0.525,0.03169655799865723
131,0.525,0.03418922424316406
132,0.475,0.03409981727600098
133,0.475,0.02710747718811035
134,0.525,0.02988147735595703
135,0.475,0.01557159423828125
136,0.475,0.03133440017700195
137,0.475,0.021138429641723633
138,0.475,0.0469508171081543
139,0.475,0.03322482109069824
140,0.525,0.031259775161743164
141,0.525,0.03125
142,0.525,0.038257598876953125
143,0.525,0.027474164962768555
144,0.525,0.015633106231689453
145,0.525,0.031633615493774414
146,0.525,0.031249523162841797
147,0.525,0.02263665199279785
148,0.525,0.027634620666503906
149,0.525,0.02913808822631836
150,0.525,0.03164052963256836
151,0.525,0.015624523162841797
152,0.525,0.0312497615814209
153,0.525,0.031249523162841797
154,0.525,0.031255245208740234
155,0.525,0.03124856948852539
156,0.525,0.025841236114501953
157,0.525,0.03125739097595215
158,0.525,0.01562786102294922
