Jumlah data,Accuracy,Time
107,0.9861111111111112,0.0010006427764892578
106,0.9583333333333334,0.0010008811950683594
105,0.9722222222222222,0.0
104,0.9722222222222222,0.0
103,0.9722222222222222,0.0002663135528564453
102,0.9861111111111112,0.0
101,0.9861111111111112,0.0
100,0.9583333333333334,0.0
99,0.9583333333333334,0.0
98,0.9861111111111112,0.0
97,0.9861111111111112,0.0
96,0.9861111111111112,0.0
95,0.9722222222222222,0.0
94,0.9722222222222222,0.0
93,0.9722222222222222,0.0065157413482666016
92,0.9722222222222222,0.000568389892578125
91,0.9722222222222222,0.0005702972412109375
90,0.9444444444444444,0.0010657310485839844
89,0.9722222222222222,0.0010325908660888672
88,0.9722222222222222,0.0009186267852783203
87,0.9722222222222222,0.0
86,0.9583333333333334,0.0
85,0.9583333333333334,0.0
84,0.9583333333333334,0.0
83,0.9583333333333334,0.0008985996246337891
82,0.9583333333333334,0.0
81,0.9583333333333334,0.0
80,0.9583333333333334,0.0
79,0.9583333333333334,0.0
78,0.9583333333333334,0.0
77,0.9722222222222222,0.0
76,0.9722222222222222,0.015601634979248047
75,0.9722222222222222,0.0010004043579101562
74,0.9583333333333334,0.015764713287353516
73,0.9583333333333334,0.0
72,0.9583333333333334,0.0
71,0.9583333333333334,0.0
70,0.9583333333333334,0.0
69,0.9583333333333334,0.0
68,0.9722222222222222,0.0
67,0.9722222222222222,0.0
66,0.9722222222222222,0.0
65,0.9583333333333334,0.0
64,0.9722222222222222,0.0
63,0.9722222222222222,0.0
62,0.9722222222222222,0.0
61,0.9722222222222222,0.0
60,0.9722222222222222,0.0
59,0.9722222222222222,0.0
58,0.9722222222222222,0.0
57,0.9444444444444444,0.0
56,0.9444444444444444,0.0
55,0.9444444444444444,0.0
54,0.9444444444444444,0.0
53,0.9444444444444444,0.0
52,0.9444444444444444,0.0
51,0.9444444444444444,0.0
50,0.9444444444444444,0.0
49,0.9444444444444444,0.0
48,0.9444444444444444,0.0
47,0.9444444444444444,0.0
46,0.9444444444444444,0.0
45,0.9444444444444444,0.0
44,0.9444444444444444,0.0
43,0.9444444444444444,0.0
42,0.9444444444444444,0.0011222362518310547
41,0.9444444444444444,0.004851102828979492
40,0.9444444444444444,0.0
39,0.9444444444444444,0.0
38,0.9444444444444444,0.0
37,0.9444444444444444,0.0
36,0.9444444444444444,0.0
35,0.9444444444444444,0.0
34,0.9305555555555556,0.0
33,0.9305555555555556,0.0007848739624023438
32,0.9166666666666666,0.015012741088867188
31,0.9166666666666666,0.0
30,0.9166666666666666,0.0
29,0.9027777777777778,0.0
28,0.9027777777777778,0.0
27,0.9166666666666666,0.0
26,0.9166666666666666,0.0
25,0.9166666666666666,0.0
24,0.9166666666666666,0.0
23,0.9166666666666666,0.0
22,0.9166666666666666,0.0
21,0.9166666666666666,0.0
20,0.9027777777777778,0.0
19,0.7222222222222222,0.0
18,0.7222222222222222,0.0
17,0.7222222222222222,0.0
16,0.7222222222222222,0.00555109977722168
15,0.9444444444444444,0.0
14,0.9444444444444444,0.0
13,0.9444444444444444,0.0
12,0.9444444444444444,0.0
11,0.7222222222222222,0.0
10,0.7222222222222222,0.0
9,0.7222222222222222,0.0
8,0.7222222222222222,0.0
7,0.7222222222222222,0.0
6,0.9444444444444444,0.0
5,0.5,0.0
4,0.5,0.0
3,0.5,0.0
2,0.5,0.0
