Jumlah data,Accuracy,Time
107,0.9444444444444444,0.00679779052734375
106,0.9583333333333334,0.004000425338745117
105,0.9583333333333334,0.0
104,0.9444444444444444,0.0009524822235107422
103,0.9722222222222222,0.0017926692962646484
102,0.9722222222222222,0.0007834434509277344
101,0.9722222222222222,0.001192331314086914
100,0.9722222222222222,0.0
99,0.9583333333333334,0.0
98,0.9583333333333334,0.0
97,0.9722222222222222,0.0
96,0.9722222222222222,0.0
95,0.9722222222222222,0.0
94,0.9583333333333334,0.0
93,0.9861111111111112,0.0
92,0.9444444444444444,0.0021741390228271484
91,0.9444444444444444,0.001251220703125
90,0.9583333333333334,0.001588582992553711
89,0.9722222222222222,0.0017261505126953125
88,0.9583333333333334,0.0
87,0.9861111111111112,0.0
86,0.9861111111111112,0.0
85,0.9722222222222222,0.0
84,0.9861111111111112,0.0
83,0.9861111111111112,0.0
82,0.9722222222222222,0.0
81,0.9305555555555556,0.0
80,0.9722222222222222,0.0
79,0.9722222222222222,0.0
78,0.9722222222222222,0.0
77,0.9722222222222222,0.0
76,0.9861111111111112,0.0
75,0.9027777777777778,0.0
74,0.9583333333333334,0.0
73,0.9444444444444444,0.0
72,0.9722222222222222,0.0
71,0.9722222222222222,0.0
70,0.9444444444444444,0.0
69,0.9444444444444444,0.002515554428100586
68,0.9444444444444444,0.0
67,0.9444444444444444,0.0
66,0.9444444444444444,0.0
65,0.9444444444444444,0.0
64,0.9444444444444444,0.015739917755126953
63,0.9444444444444444,0.0023229122161865234
62,0.9444444444444444,0.0007750988006591797
61,0.9444444444444444,0.0
60,0.9444444444444444,0.0
59,0.9444444444444444,0.0
58,0.9444444444444444,0.0
57,0.9444444444444444,0.0
56,0.9444444444444444,0.0
55,0.9444444444444444,0.0
54,0.9444444444444444,0.0
53,0.9444444444444444,0.0
52,0.9444444444444444,0.0
51,0.9444444444444444,0.0
50,0.9444444444444444,0.0045108795166015625
49,0.9444444444444444,0.0
48,0.9444444444444444,0.015619993209838867
47,0.9444444444444444,5.6743621826171875e-05
46,0.9444444444444444,0.0
45,0.9444444444444444,0.0
44,0.9444444444444444,0.0
43,0.9444444444444444,0.0
42,0.9444444444444444,0.007047891616821289
41,0.9444444444444444,0.0
40,0.9444444444444444,0.0
39,0.9444444444444444,0.0009753704071044922
38,0.9444444444444444,0.0
37,0.9444444444444444,0.0
36,0.9444444444444444,0.0
35,0.9444444444444444,0.0
34,0.9444444444444444,0.0
33,0.9444444444444444,0.0
32,0.9444444444444444,0.0
31,0.9444444444444444,0.01563739776611328
30,0.9444444444444444,0.015625476837158203
29,0.9444444444444444,0.0008473396301269531
28,0.9444444444444444,0.0
27,0.9444444444444444,0.0
26,0.9444444444444444,0.0
25,0.9444444444444444,0.0
24,0.9444444444444444,0.0
23,0.9444444444444444,0.001558542251586914
22,0.9444444444444444,0.0
21,0.6111111111111112,0.0
20,0.6111111111111112,0.0
19,0.6111111111111112,0.0
18,0.9444444444444444,0.0
17,0.5833333333333334,0.0
16,0.5833333333333334,0.0
15,0.7222222222222222,0.0
14,0.6111111111111112,0.0
13,0.6111111111111112,0.0
12,0.7222222222222222,0.0
11,0.6527777777777778,0.0
10,0.6111111111111112,0.0
9,0.9444444444444444,0.0
8,0.5833333333333334,0.01575303077697754
7,0.7222222222222222,0.0
6,0.9444444444444444,0.0
5,0.6111111111111112,0.0
4,0.6111111111111112,0.0
3,0.5277777777777778,0.0
2,0.5,0.0
