Proporsi penghapusan,Random Forest,Accuracy SISA,Accuracy DaRE,Time Base,Time SISA,Time DaRE,Accuracy Base
0.0093,,0.9583333333333334,0.9444444444444444,0.0373532772064209,0.028395891189575195,0.0,0.9444444444444444
0.0185,,0.8194444444444444,0.9444444444444444,0.04121708869934082,0.0347902774810791,0.0065271854400634766,0.9583333333333334
0.0278,,0.8611111111111112,0.9583333333333334,0.04819130897521973,0.03467822074890137,0.0063741207122802734,0.9583333333333334
0.037,,0.8472222222222222,0.9583333333333334,0.04181218147277832,0.039813995361328125,0.0,0.9583333333333334
0.0463,,0.8194444444444444,0.9583333333333334,0.04159832000732422,0.03339099884033203,0.0,0.9583333333333334
0.0556,,0.9305555555555556,0.9583333333333334,0.041681766510009766,0.04150652885437012,0.0,0.9583333333333334
0.0648,,0.9444444444444444,0.9583333333333334,0.041890859603881836,0.041803598403930664,0.000518798828125,0.9583333333333334
0.0741,,0.7777777777777778,0.9583333333333334,0.034837961196899414,0.034449100494384766,0.0,0.9583333333333334
0.0833,,0.8055555555555556,0.9583333333333334,0.04110598564147949,0.041090965270996094,0.004166126251220703,0.9583333333333334
0.0926,,0.9444444444444444,0.9583333333333334,0.04158639907836914,0.04125547409057617,0.0,0.9583333333333334
0.1019,,0.8194444444444444,0.9583333333333334,0.03475809097290039,0.03473830223083496,0.006461381912231445,0.9583333333333334
0.1111,,0.8333333333333334,0.9583333333333334,0.041765689849853516,0.041521310806274414,0.0,0.9583333333333334
0.1204,,0.9444444444444444,0.9583333333333334,0.041880130767822266,0.034423828125,0.0,0.9583333333333334
0.1296,,0.8611111111111112,0.9583333333333334,0.04082942008972168,0.03470444679260254,0.0,0.9583333333333334
0.1389,,0.9166666666666666,0.9583333333333334,0.03474068641662598,0.0352635383605957,0.0,0.9722222222222222
0.1481,,0.8888888888888888,0.9583333333333334,0.044080495834350586,0.039156436920166016,0.0,0.9444444444444444
0.1574,,0.8333333333333334,0.9583333333333334,0.0374753475189209,0.04050421714782715,0.0,0.9444444444444444
0.1667,,0.9722222222222222,0.9583333333333334,0.04189801216125488,0.03471040725708008,0.0,0.9583333333333334
