Jumlah data,Accuracy,Time
107,0.9583333333333334,0.0
106,0.9583333333333334,0.006340980529785156
105,0.9583333333333334,0.015486478805541992
104,0.9583333333333334,0.0
103,0.9583333333333334,0.005477428436279297
102,0.9583333333333334,0.007827520370483398
101,0.9583333333333334,0.0
100,0.9583333333333334,0.015666484832763672
99,0.9583333333333334,0.0013794898986816406
98,0.9583333333333334,0.0
97,0.9583333333333334,0.0
96,0.9583333333333334,0.0
95,0.9722222222222222,0.0
94,0.9722222222222222,0.0
93,0.9722222222222222,0.0011818408966064453
92,0.9722222222222222,0.0012679100036621094
91,0.9722222222222222,0.0017406940460205078
90,0.9722222222222222,0.001615285873413086
89,0.9722222222222222,0.0
88,0.9722222222222222,0.0
87,0.9722222222222222,0.0
86,0.9722222222222222,0.0
85,0.9722222222222222,0.015706777572631836
84,0.9722222222222222,0.0
83,0.9722222222222222,0.0
82,0.9722222222222222,0.0
81,0.9722222222222222,0.0
80,0.9722222222222222,0.01361393928527832
79,0.9722222222222222,0.0
78,0.9722222222222222,0.0
77,0.9722222222222222,0.0
76,0.9722222222222222,0.0
75,0.9722222222222222,0.0
74,0.9722222222222222,0.0
73,0.9722222222222222,0.0
72,0.9722222222222222,0.0064373016357421875
71,0.9722222222222222,0.0
70,0.9583333333333334,0.0
69,0.9444444444444444,0.0
68,0.9305555555555556,0.0
67,0.9305555555555556,0.0
66,0.9305555555555556,0.0
65,0.9444444444444444,0.0
64,0.9305555555555556,0.0
63,0.9583333333333334,0.0
62,0.9583333333333334,0.0
61,0.9583333333333334,0.0
60,0.9583333333333334,0.0
59,0.9583333333333334,0.0
58,0.9583333333333334,0.014079093933105469
57,0.9305555555555556,0.015834569931030273
56,0.9444444444444444,0.01700901985168457
55,0.9444444444444444,0.0
54,0.9583333333333334,0.0
53,0.9583333333333334,0.0
52,0.9722222222222222,0.0
51,0.9583333333333334,0.0
50,0.9583333333333334,0.0
49,0.9583333333333334,0.0
48,0.9444444444444444,0.0026481151580810547
47,0.9722222222222222,0.013954877853393555
46,0.9583333333333334,0.016274213790893555
45,0.9583333333333334,0.016280412673950195
44,0.9583333333333334,0.0
43,0.9444444444444444,0.0
42,0.9444444444444444,0.003387451171875
41,0.9166666666666666,0.0
40,0.9305555555555556,0.0
39,0.9305555555555556,0.004947185516357422
38,0.9027777777777778,0.0
37,0.9444444444444444,0.0
36,0.9305555555555556,0.0
35,0.9305555555555556,0.0
34,0.9444444444444444,0.0
33,0.9305555555555556,0.0
32,0.9027777777777778,0.0
31,0.9027777777777778,0.0
30,0.8888888888888888,0.0
29,0.8888888888888888,0.0
28,0.8888888888888888,0.0
27,0.875,0.0
26,0.8888888888888888,0.0
25,0.875,0.0
24,0.9027777777777778,0.0
23,0.9166666666666666,0.0
22,0.9166666666666666,0.0
21,0.8611111111111112,0.0
20,0.8611111111111112,0.0
19,0.8472222222222222,0.0
18,0.8333333333333334,0.0
17,0.8333333333333334,0.010611295700073242
16,0.8194444444444444,0.0
15,0.9305555555555556,0.0
14,0.9027777777777778,0.0
13,0.8888888888888888,0.0
12,0.9027777777777778,0.0
11,0.9027777777777778,0.0
10,0.9027777777777778,0.0011038780212402344
9,0.875,0.0
8,0.9027777777777778,0.0
7,0.8472222222222222,0.0
6,0.75,0.0
5,0.6805555555555556,0.0
4,0.7083333333333334,0.0
3,0.5833333333333334,0.0
2,0.4583333333333333,0.01574420928955078
